"date.time","Date","Time","Power","Current","Pressure","Flow","Density"
2015-01-25 09:45:00,"25/01/2015","9:45:00 AM",-9,0.376849801,9.225085003,0.352788973,2.260626063
2015-01-25 09:48:00,"25/01/2015","9:48:00 AM",-3,3.354149642,4.560853669,3.226159898,2.657644085
2015-01-25 09:51:00,"25/01/2015","9:51:00 AM",-1,3.472184398,6.386068224,6.87569797,3.371713163
2015-01-25 09:54:00,"25/01/2015","9:54:00 AM",-5,2.491618492,9.868099742,2.449052667,3.253268473
2015-01-25 09:57:00,"25/01/2015","9:57:00 AM",1,3.461115081,9.897342552,9.938065088,0.513247568
2015-01-25 10:00:00,"25/01/2015","10:00:00 AM",8,0.834956422,7.25712868,5.112690235,2.82914245
2015-01-25 10:03:00,"25/01/2015","10:03:00 AM",5,0.122635059,7.581948854,6.523931349,1.141554679
2015-01-25 10:06:00,"25/01/2015","10:06:00 AM",3,3.619739313,0.958433166,0.919655942,2.750275679
2015-01-25 10:09:00,"25/01/2015","10:09:00 AM",0,0.62956207,9.990047764,1.813214541,0.805507916
2015-01-25 10:12:00,"25/01/2015","10:12:00 AM",-2,1.327556521,2.571437833,1.84171704,4.692545183
2015-01-25 10:15:00,"25/01/2015","10:15:00 AM",0,3.254335009,4.749622049,5.79413645,3.226135864
2015-01-25 10:18:00,"25/01/2015","10:18:00 AM",-9,2.0105058,4.100667787,3.571793546,0.251697779
2015-01-25 10:21:00,"25/01/2015","10:21:00 AM",4,0.90774092,4.17343633,5.172344555,4.314034153
2015-01-25 10:24:00,"25/01/2015","10:24:00 AM",-9,2.573899069,1.833187472,4.457437584,3.44673044
2015-01-25 10:27:00,"25/01/2015","10:27:00 AM",9,1.515839354,5.991531762,9.955872525,3.039583242
2015-01-25 10:30:00,"25/01/2015","10:30:00 AM",3,2.953878815,4.143293282,0.171819544,2.742331375
2015-01-25 10:33:00,"25/01/2015","10:33:00 AM",3,2.021255435,5.975453148,1.761989786,0.588239833
2015-01-25 10:36:00,"25/01/2015","10:36:00 AM",1,3.563373137,5.616448649,7.570439082,0.79793148
2015-01-25 10:39:00,"25/01/2015","10:39:00 AM",5,3.784689686,9.923476683,6.956302373,4.719919728
2015-01-25 10:42:00,"25/01/2015","10:42:00 AM",-8,1.321217575,3.004341018,7.029721662,4.564266715
2015-01-25 10:45:00,"25/01/2015","10:45:00 AM",-9,0.109924626,3.530215938,7.603418246,1.037810454
2015-01-25 10:48:00,"25/01/2015","10:48:00 AM",1,4.225950407,0.353575106,9.790290078,4.335034313
2015-01-25 10:51:00,"25/01/2015","10:51:00 AM",-6,4.116092772,9.951597835,7.427738252,4.85818413
2015-01-25 10:54:00,"25/01/2015","10:54:00 AM",-8,4.661023984,8.628024001,8.340871982,1.622066399
2015-01-25 10:57:00,"25/01/2015","10:57:00 AM",-1,4.854617056,6.266637401,0.651079368,0.419124427
2015-01-25 11:00:00,"25/01/2015","11:00:00 AM",-1,1.673282481,2.023572924,1.115338662,4.367223779
2015-01-25 11:03:00,"25/01/2015","11:03:00 AM",0,1.449897625,8.01907647,7.645217369,4.20287215
2015-01-25 11:06:00,"25/01/2015","11:06:00 AM",-10,3.395427041,4.538864405,8.83204357,4.001260703
2015-01-25 11:09:00,"25/01/2015","11:09:00 AM",-5,0.164689715,7.044639225,6.145717061,4.170439129
2015-01-25 11:12:00,"25/01/2015","11:12:00 AM",-6,3.550835039,2.551463898,7.08999112,3.068219154
2015-01-25 11:15:00,"25/01/2015","11:15:00 AM",-2,0.44835976,7.026293796,5.940234374,3.349761032
2015-01-25 11:18:00,"25/01/2015","11:18:00 AM",-2,0.334902347,7.855799366,1.488798805,1.162577195
2015-01-25 11:21:00,"25/01/2015","11:21:00 AM",10,3.389788159,9.202273051,6.700113843,1.54220907
2015-01-25 11:24:00,"25/01/2015","11:24:00 AM",5,0.768611232,1.491431775,3.354628483,1.288547533
2015-01-25 11:27:00,"25/01/2015","11:27:00 AM",-10,3.916457023,1.681498777,3.468825319,3.294317892
2015-01-25 11:30:00,"25/01/2015","11:30:00 AM",8,2.469062308,9.070106002,6.895837816,4.216252151
2015-01-25 11:33:00,"25/01/2015","11:33:00 AM",0,0.93088806,3.096935056,3.394774749,3.948978106
2015-01-25 11:36:00,"25/01/2015","11:36:00 AM",10,2.581548559,8.945453248,1.571543664,3.223008352
2015-01-25 11:39:00,"25/01/2015","11:39:00 AM",-2,4.355229812,0.115681664,0.959574455,1.042963199
2015-01-25 11:42:00,"25/01/2015","11:42:00 AM",1,1.273371988,5.684990721,1.180329168,1.303541211
2015-01-25 11:45:00,"25/01/2015","11:45:00 AM",3,3.894883622,8.437354702,9.806441875,4.861250429
2015-01-25 11:48:00,"25/01/2015","11:48:00 AM",-2,0.328018459,8.928022522,2.741272717,2.023231071
2015-01-25 11:51:00,"25/01/2015","11:51:00 AM",1,0.75252768,9.208170971,1.869829473,3.766537545
